M_ID,Name,City,State,Manufacturer Name,Is Fair Wages,Reason for Unfair Wages,Working Hours,Timings,Is Worker Safe,Reason for Lack of Worker Safety,No Child Labor,Reason for Child Labor,Is Worker Satisfied,Reason for Low Worker Satisfaction,Certifications Received,Certification Names,Reason for No Certifications,Years Since Establishment,Ethical Score (1-10),Ethical Rating,Audit
1484,Radnik Exports,NOIDA,Uttar Pradesh,Radnik Exports (Noida),TRUE,,8,9 AM - 5 PM,TRUE,,TRUE,,TRUE,,2,"SA8000, ISO 9001",,40,9.8,Excellent,"Fair Wages: TRUE - 15 | Working Hours <= 8 - 10 | Worker Safety: TRUE - 15 | No Child Labor: TRUE - 15 | Worker Satisfaction: TRUE - 10 | Certifications: ['SA8000', 'ISO 9001'] - Score: 23 | Ethical Longevity >= 10 years - 10"
1485,Raebareli Garment Makers,Raebareli,Uttar Pradesh,Raebareli Garment Makers,FALSE,Poor enforcement of minimum wage laws,9,9 AM - 6 PM,FALSE,Safety gear absent in production lines,FALSE,Found in fringe workshops,FALSE,"No health benefits, long hours",0,,Lacks industry exposure,5,4.1,Needs Improvement,Fair Wages: FALSE - 7 (no high-penalty keywords) | Working Hours 8-10 - 5 | Worker Safety: FALSE - 7 (no high-penalty keywords) | No Child Labor: FALSE - 7 (no high-penalty keywords) | Worker Satisfaction: FALSE - 5 (no high-penalty keywords) | No certifications - 5 (based on company age) | Ethical Longevity 5-9 years - 5
1486,Rampur Fabric Trends,Rampur,Uttar Pradesh,Rampur Fabric Trends,FALSE,Unskilled labor exploited,9,9 AM - 6 PM,FALSE,"No protective wear, slippery floors",FALSE,No schooling in worker areas,FALSE,No voice in factory decision-making,0,,"Poor infrastructure, lacks system for certifying",6,4.1,Needs Improvement,Fair Wages: FALSE - 7 (no high-penalty keywords) | Working Hours 8-10 - 5 | Worker Safety: FALSE - 7 (no high-penalty keywords) | No Child Labor: FALSE - 7 (no high-penalty keywords) | Worker Satisfaction: FALSE - 5 (no high-penalty keywords) | No certifications - 5 (based on company age) | Ethical Longevity 5-9 years - 5
1487,Reset Collection,GHAZIABAD,Uttar Pradesh,Reset Collection,FALSE,Unpaid overtime,9,10 AM - 7 PM,FALSE,Lack of emergency exits,TRUE,,FALSE,Discontent over extra shifts,0,,Newly registered brand,3,3.7,Poor,Fair Wages: FALSE - High Penalty: 0 | Working Hours 8-10 - 5 | Worker Safety: FALSE - 7 (no high-penalty keywords) | No Child Labor: TRUE - 15 | Worker Satisfaction: FALSE - 5 (no high-penalty keywords) | No certifications - 5 (based on company age) | Ethical Longevity <5 years - 0
1488,Reset Collection,Ghaziabad,Uttar Pradesh,Reset Collection,FALSE,Wage inconsistency between teams,10,9 AM - 7 PM,FALSE,Inadequate sanitation,TRUE,,FALSE,Disorganized workflow,0,,Lacks proper HR structure,3,4.4,Needs Improvement,Fair Wages: FALSE - 7 (no high-penalty keywords) | Working Hours 8-10 - 5 | Worker Safety: FALSE - 7 (no high-penalty keywords) | No Child Labor: TRUE - 15 | Worker Satisfaction: FALSE - 5 (no high-penalty keywords) | No certifications - 5 (based on company age) | Ethical Longevity <5 years - 0
1489,Risingstars,Ghaziabad,Uttar Pradesh,Risingstars (Chennai),FALSE,No wage info found; Chennai's small units underpay,9,9 AM - 6 PM,FALSE,Poor labor conditions cited in related factories,FALSE,Vulnerable workers sometimes used in textile finishing,FALSE,Lack of feedback or engagement,0,,No records found,0,4.1,Needs Improvement,Fair Wages: FALSE - 7 (no high-penalty keywords) | Working Hours 8-10 - 5 | Worker Safety: FALSE - 7 (no high-penalty keywords) | No Child Labor: FALSE - 7 (no high-penalty keywords) | Worker Satisfaction: FALSE - 5 (no high-penalty keywords) | No certifications - 10 (based on company age) | Ethical Longevity <5 years - 0
1490,RND APPARELS INDIA PRIVATE LIMITED,Noida,Uttar pradesh,RND APPARELS INDIA PRIVATE LIMITED,TRUE,,8,9 AM - 5 PM,TRUE,,TRUE,,TRUE,,2,"OEKO-TEX, GOTS",,6,9.5,Excellent,"Fair Wages: TRUE - 15 | Working Hours <= 8 - 10 | Worker Safety: TRUE - 15 | No Child Labor: TRUE - 15 | Worker Satisfaction: TRUE - 10 | Certifications: ['OEKO-TEX', 'GOTS'] - Score: 25 | Ethical Longevity 5-9 years - 5"
1491,Saharanpur Garment Source,Saharanpur,Uttar Pradesh,Saharanpur Garment Source,FALSE,Irregular payments,9,9 AM - 6 PM,FALSE,"Unsafe conditions, especially for women",FALSE,Potential in home-based units,FALSE,"Unsafe, unregulated workshops",0,,"Informal economy, no registration",8,3.6,Poor,Fair Wages: FALSE - 7 (no high-penalty keywords) | Working Hours 8-10 - 5 | Worker Safety: FALSE - 7 (no high-penalty keywords) | No Child Labor: FALSE - 7 (no high-penalty keywords) | Worker Satisfaction: FALSE - 5 (no high-penalty keywords) | No certifications - High Penalty: 0 | Ethical Longevity 5-9 years - 5
1492,Sambhal Fabric Source,Sambhal,Uttar Pradesh,Sambhal Fabric Source,TRUE,,8,10 AM - 6 PM,TRUE,,TRUE,,TRUE,,3,"GOTS, Fair Trade",,10,10,Excellent,"Fair Wages: TRUE - 15 | Working Hours <= 8 - 10 | Worker Safety: TRUE - 15 | No Child Labor: TRUE - 15 | Worker Satisfaction: TRUE - 10 | Certifications: ['GOTS', 'Fair Trade'] - Score: 25 | Ethical Longevity >= 10 years - 10"
1493,Sant Kabir Nagar Garment Makers,Sant Kabir Nagar,Uttar Pradesh,Sant Kabir Nagar Garment Makers,TRUE,,8,9 AM - 5 PM,TRUE,,TRUE,,TRUE,,1,GOTS,,8,9.5,Excellent,Fair Wages: TRUE - 15 | Working Hours <= 8 - 10 | Worker Safety: TRUE - 15 | No Child Labor: TRUE - 15 | Worker Satisfaction: TRUE - 10 | Certifications: ['GOTS'] - Score: 25 | Ethical Longevity 5-9 years - 5
1494,Sant Ravidas Nagar Clothing Line,Sant Ravidas Nagar,Uttar Pradesh,Sant Ravidas Nagar Clothing Line,FALSE,Below legal minimum due to informal wages,9,9 AM - 6 PM,FALSE,Outdated safety equipment,TRUE,,FALSE,Poor facility maintenance,0,,Informal ecosystem,3,4.4,Needs Improvement,Fair Wages: FALSE - 7 (no high-penalty keywords) | Working Hours 8-10 - 5 | Worker Safety: FALSE - 7 (no high-penalty keywords) | No Child Labor: TRUE - 15 | Worker Satisfaction: FALSE - 5 (no high-penalty keywords) | No certifications - 5 (based on company age) | Ethical Longevity <5 years - 0
1495,See Designs,Noida,Uttar Pradesh,See Designs,TRUE,,8,10 AM - 6 PM,TRUE,,TRUE,,TRUE,,2,"OEKO-TEX, ISO 9001",,7,9.3,Excellent,"Fair Wages: TRUE - 15 | Working Hours <= 8 - 10 | Worker Safety: TRUE - 15 | No Child Labor: TRUE - 15 | Worker Satisfaction: TRUE - 10 | Certifications: ['OEKO-TEX', 'ISO 9001'] - Score: 23 | Ethical Longevity 5-9 years - 5"
1496,See Designs Lifestyle Private Limited,Noida,Uttar Pradesh,See Designs Lifestyle Private Limited,TRUE,,8,10 AM - 6 PM,TRUE,,TRUE,,TRUE,,2,"GOTS, OEKO-TEX",,6,9.5,Excellent,"Fair Wages: TRUE - 15 | Working Hours <= 8 - 10 | Worker Safety: TRUE - 15 | No Child Labor: TRUE - 15 | Worker Satisfaction: TRUE - 10 | Certifications: ['GOTS', 'OEKO-TEX'] - Score: 25 | Ethical Longevity 5-9 years - 5"
1497,Shahjahanpur Apparel Network,Shahjahanpur,Uttar Pradesh,Shahjahanpur Apparel Network,FALSE,"No formal contracts, irregular pay",9,9 AM - 6 PM,FALSE,No hazard warnings,FALSE,Minor help reported,FALSE,Factory politics and fear of firing,0,,Unregistered units avoid regulation,9,2.4,Poor,Fair Wages: FALSE - High Penalty: 0 | Working Hours 8-10 - 5 | Worker Safety: FALSE - 7 (no high-penalty keywords) | No Child Labor: FALSE - 7 (no high-penalty keywords) | Worker Satisfaction: FALSE - High Penalty: 0 | No certifications - High Penalty: 0 | Ethical Longevity 5-9 years - 5
1498,Shamli Apparel Hub,Shamli,Uttar Pradesh,Shamli Apparel Hub,FALSE,Inconsistent wage structure,9,9 AM - 6 PM,FALSE,"No ventilation, electrical issues",TRUE,,FALSE,"Irregular hours, poor environment",0,,"Small enterprise, uncertified",4,3.7,Poor,Fair Wages: FALSE - 7 (no high-penalty keywords) | Working Hours 8-10 - 5 | Worker Safety: FALSE - High Penalty: 0 | No Child Labor: TRUE - 15 | Worker Satisfaction: FALSE - 5 (no high-penalty keywords) | No certifications - 5 (based on company age) | Ethical Longevity <5 years - 0
1499,Shravasti Textile Alliance,Shravasti,Uttar Pradesh,Shravasti Textile Alliance,FALSE,"Irregular contracts, no fixed wage",9,10 AM - 7 PM,FALSE,No designated safety officer,FALSE,Informal hiring in embroidery units,FALSE,"High stress, no support",0,,Small informal unit,4,3.1,Poor,Fair Wages: FALSE - 7 (no high-penalty keywords) | Working Hours 8-10 - 5 | Worker Safety: FALSE - 7 (no high-penalty keywords) | No Child Labor: FALSE - 7 (no high-penalty keywords) | Worker Satisfaction: FALSE - High Penalty: 0 | No certifications - 5 (based on company age) | Ethical Longevity <5 years - 0
1500,Shree Logistic Services,Saharanpur,Uttar Pradesh,Shree Logistic Services,FALSE,Daily wage delays,9,9 AM - 6 PM,FALSE,No evacuation plans,TRUE,,FALSE,Temporary workers poorly treated,0,,"Operates in logistics, not garment focus",5,4.2,Needs Improvement,Fair Wages: FALSE - 7 (no high-penalty keywords) | Working Hours 8-10 - 5 | Worker Safety: FALSE - High Penalty: 0 | No Child Labor: TRUE - 15 | Worker Satisfaction: FALSE - 5 (no high-penalty keywords) | No certifications - 5 (based on company age) | Ethical Longevity 5-9 years - 5
1501,Siddharthnagar Apparel Ventures,Siddharthnagar,Uttar Pradesh,Siddharthnagar Apparel Ventures,FALSE,Wage deductions without explanation,9,9 AM - 6 PM,FALSE,No training for emergencies,FALSE,Lack of monitoring in subcontracted units,FALSE,Wage issues and lack of safety,0,,Informal contracts,3,3.6,Poor,Fair Wages: FALSE - 7 (no high-penalty keywords) | Working Hours 8-10 - 5 | Worker Safety: FALSE - 7 (no high-penalty keywords) | No Child Labor: FALSE - 7 (no high-penalty keywords) | Worker Satisfaction: FALSE - 5 (no high-penalty keywords) | No certifications - 5 (based on company age) | Ethical Longevity <5 years - 0
1502,Sitapur Fashion Resources,Sitapur,Uttar Pradesh,Sitapur Fashion Resources,FALSE,Unequal pay by gender,9,9 AM - 6 PM,FALSE,"Poor lighting, no rest area",FALSE,Seen in finishing units,FALSE,Stressful working environment,0,,"Non-export unit, no certification drive",6,4.1,Needs Improvement,Fair Wages: FALSE - 7 (no high-penalty keywords) | Working Hours 8-10 - 5 | Worker Safety: FALSE - 7 (no high-penalty keywords) | No Child Labor: FALSE - 7 (no high-penalty keywords) | Worker Satisfaction: FALSE - 5 (no high-penalty keywords) | No certifications - 5 (based on company age) | Ethical Longevity 5-9 years - 5
1503,Sonbhadra Fashion Resources,Sonbhadra,Uttar Pradesh,Sonbhadra Fashion Resources,FALSE,Minimum wage not enforced,9,9 AM - 6 PM,FALSE,Lack of PPE and safety drills,TRUE,,FALSE,Unhealthy environment,0,,Cost-saving led to lack of compliance,5,4.4,Needs Improvement,Fair Wages: FALSE - 7 (no high-penalty keywords) | Working Hours 8-10 - 5 | Worker Safety: FALSE - 7 (no high-penalty keywords) | No Child Labor: TRUE - 15 | Worker Satisfaction: FALSE - High Penalty: 0 | No certifications - 5 (based on company age) | Ethical Longevity 5-9 years - 5
1504,Sultanpur Fabric Collective,Sultanpur,Uttar Pradesh,Sultanpur Fabric Collective,FALSE,Below legal wages for helpers,9,9 AM - 6 PM,FALSE,Hazardous dyeing process without protection,TRUE,,FALSE,"No paid leave, rigid discipline",0,,Primarily for domestic market,8,4.4,Needs Improvement,Fair Wages: FALSE - 7 (no high-penalty keywords) | Working Hours 8-10 - 5 | Worker Safety: FALSE - 7 (no high-penalty keywords) | No Child Labor: TRUE - 15 | Worker Satisfaction: FALSE - High Penalty: 0 | No certifications - 5 (based on company age) | Ethical Longevity 5-9 years - 5
1505,Summit India,Noida,Uttar Pradesh,Summit India,TRUE,,8,9 AM - 5 PM,TRUE,,TRUE,,TRUE,,2,"GOTS, Fair Trade",,8,9.5,Excellent,"Fair Wages: TRUE - 15 | Working Hours <= 8 - 10 | Worker Safety: TRUE - 15 | No Child Labor: TRUE - 15 | Worker Satisfaction: TRUE - 10 | Certifications: ['GOTS', 'Fair Trade'] - Score: 25 | Ethical Longevity 5-9 years - 5"
1506,Svx Sports,Noida,Uttar Pradesh,Svx Sports (Noida),FALSE,Activewear segment pressures may suppress wages,9,9 AM - 6 PM,FALSE,Fast turnaround diminishes focus on safety,FALSE,NCR units sometimes employ underage workers,FALSE,Few employee policies reported,0,,Sportswear units rarely focus on compliance,0,3.4,Poor,Fair Wages: FALSE - 7 (no high-penalty keywords) | Working Hours 8-10 - 5 | Worker Safety: FALSE - 7 (no high-penalty keywords) | No Child Labor: FALSE - High Penalty: 0 | Worker Satisfaction: FALSE - 5 (no high-penalty keywords) | No certifications - 10 (based on company age) | Ethical Longevity <5 years - 0
1507,SWARR,NOIDA,UTTAR PRADESH,SWARR (Jaipur),FALSE,Artisanal sector pricing suppresses labor compensation,9,9 AM - 6 PM,FALSE,Traditional block printing units lack safety measures,FALSE,Informal sector widely reported for child participation,FALSE,"Stressful deadlines, irregular pay",0,,"Boutique-style, compliance minimal",2,3.6,Poor,Fair Wages: FALSE - 7 (no high-penalty keywords) | Working Hours 8-10 - 5 | Worker Safety: FALSE - 7 (no high-penalty keywords) | No Child Labor: FALSE - 7 (no high-penalty keywords) | Worker Satisfaction: FALSE - 5 (no high-penalty keywords) | No certifications - 5 (based on company age) | Ethical Longevity <5 years - 0
1508,SWARRD,Noida,UTTAR PRADESH,SWARRD,FALSE,Below fair wage threshold,9,9 AM - 6 PM,FALSE,"Overcrowding, lack of safety drills",TRUE,,FALSE,Wage and stress complaints,0,,No application filed,3,4.4,Needs Improvement,Fair Wages: FALSE - 7 (no high-penalty keywords) | Working Hours 8-10 - 5 | Worker Safety: FALSE - 7 (no high-penalty keywords) | No Child Labor: TRUE - 15 | Worker Satisfaction: FALSE - 5 (no high-penalty keywords) | No certifications - 5 (based on company age) | Ethical Longevity <5 years - 0
1509,TANPRI TRENDSETTERS PRIVATE LIMITED,Noida,UTTAR PRADESH,TANPRI TRENDSETTERS PRIVATE LIMITED,FALSE,Unregulated wage structure,9,9 AM - 6 PM,FALSE,No safety committee,TRUE,,FALSE,Dissatisfaction over conditions,0,,No certifications initiated,2,3.9,Poor,Fair Wages: FALSE - 7 (no high-penalty keywords) | Working Hours 8-10 - 5 | Worker Safety: FALSE - 7 (no high-penalty keywords) | No Child Labor: TRUE - 15 | Worker Satisfaction: FALSE - 5 (no high-penalty keywords) | No certifications - High Penalty: 0 | Ethical Longevity <5 years - 0
1510,Taurus Clothing Co. Pvt. Ltd.,Noida,Uttar Pradesh,Taurus Clothing Co. Pvt. Ltd.,TRUE,,8,9 AM - 5 PM,TRUE,,TRUE,,TRUE,,3,"OEKO-TEX, GOTS, Fair Trade",,18,10,Excellent,"Fair Wages: TRUE - 15 | Working Hours <= 8 - 10 | Worker Safety: TRUE - 15 | No Child Labor: TRUE - 15 | Worker Satisfaction: TRUE - 10 | Certifications: ['OEKO-TEX', 'GOTS', 'Fair Trade'] - Score: 25 | Ethical Longevity >= 10 years - 10"
1511,UNITED EXIM PRIVATE LIMITED,Noida,Uttar Pradesh,UNITED EXIM PRIVATE LIMITED,FALSE,Wage delays and non-transparent pay system,9,8 AM - 5 PM,FALSE,"Crowded workspace, blocked exits",TRUE,,FALSE,Lack of facilities and late wages,0,,No third-party compliance checks,6,4.4,Needs Improvement,Fair Wages: FALSE - 7 (no high-penalty keywords) | Working Hours 8-10 - 5 | Worker Safety: FALSE - 7 (no high-penalty keywords) | No Child Labor: TRUE - 15 | Worker Satisfaction: FALSE - 5 (no high-penalty keywords) | No certifications - High Penalty: 0 | Ethical Longevity 5-9 years - 5
1512,UNITED EXIM PVT LTD,NOIDA,Uttar Pradesh,UNITED EXIM PVT LTD,FALSE,Repeat - see above,9,8 AM - 5 PM,FALSE,Repeat - see above,TRUE,,FALSE,Repeat - see above,0,,Repeat - see above,6,4.9,Needs Improvement,Fair Wages: FALSE - 7 (no high-penalty keywords) | Working Hours 8-10 - 5 | Worker Safety: FALSE - 7 (no high-penalty keywords) | No Child Labor: TRUE - 15 | Worker Satisfaction: FALSE - 5 (no high-penalty keywords) | No certifications - 5 (based on company age) | Ethical Longevity 5-9 years - 5
1513,Unnao Clothing Company,Unnao,Uttar Pradesh,Unnao Clothing Company,FALSE,Wages set without consultation,9,9 AM - 6 PM,FALSE,Unsafe cutting machinery,TRUE,,FALSE,Worker voice not considered,0,,No buyer-led compliance efforts,4,4.4,Needs Improvement,Fair Wages: FALSE - 7 (no high-penalty keywords) | Working Hours 8-10 - 5 | Worker Safety: FALSE - 7 (no high-penalty keywords) | No Child Labor: TRUE - 15 | Worker Satisfaction: FALSE - 5 (no high-penalty keywords) | No certifications - 5 (based on company age) | Ethical Longevity <5 years - 0
1514,Varanasi Clothing Group,Varanasi,Uttar Pradesh,Varanasi Clothing Group,FALSE,Unequal pay for similar roles,10,9 AM - 7 PM,FALSE,Poor ventilation,TRUE,,FALSE,Inconsistent supervision,0,,Lack of certified systems,5,4.9,Needs Improvement,Fair Wages: FALSE - 7 (no high-penalty keywords) | Working Hours 8-10 - 5 | Worker Safety: FALSE - 7 (no high-penalty keywords) | No Child Labor: TRUE - 15 | Worker Satisfaction: FALSE - 5 (no high-penalty keywords) | No certifications - 5 (based on company age) | Ethical Longevity 5-9 years - 5
1515,Varanasi Silk Fabrics,Varanasi,Uttar Pradesh,Varanasi Silk Fabrics,FALSE,Handloom workers underpaid,9,9 AM - 6 PM,FALSE,"No safety training, lack of supervision",FALSE,Traditional units employ children,FALSE,"Long hours, no benefits",0,,Traditional craft sector outside certification scope,0,3.6,Poor,Fair Wages: FALSE - 7 (no high-penalty keywords) | Working Hours 8-10 - 5 | Worker Safety: FALSE - 7 (no high-penalty keywords) | No Child Labor: FALSE - 7 (no high-penalty keywords) | Worker Satisfaction: FALSE - High Penalty: 0 | No certifications - 10 (based on company age) | Ethical Longevity <5 years - 0
1516,ZIVORE APPAREL PRIVATE LIMITED,Noida,Uttar Pradesh,ZIVORE APPAREL PRIVATE LIMITED,TRUE,,8,10 AM - 6 PM,TRUE,,TRUE,,TRUE,,1,OEKO-TEX,,4,8.8,Excellent,Fair Wages: TRUE - 15 | Working Hours <= 8 - 10 | Worker Safety: TRUE - 15 | No Child Labor: TRUE - 15 | Worker Satisfaction: TRUE - 10 | Certifications: ['OEKO-TEX'] - Score: 23 | Ethical Longevity <5 years - 0
1517,ZIVORE APPAREL PRIVATE LIMITED,Noida,Uttar Pradesh,ZIVORE APPAREL PRIVATE LIMITED,TRUE,,8,10 AM - 6 PM,TRUE,,TRUE,,TRUE,,1,OEKO-TEX,,4,8.8,Excellent,Fair Wages: TRUE - 15 | Working Hours <= 8 - 10 | Worker Safety: TRUE - 15 | No Child Labor: TRUE - 15 | Worker Satisfaction: TRUE - 10 | Certifications: ['OEKO-TEX'] - Score: 23 | Ethical Longevity <5 years - 0
1518,Dehradun Apparel Works,Dehradun,Uttarakhand,Dehradun Apparel Works,TRUE,,8,9 AM - 5 PM,TRUE,,TRUE,,TRUE,,3,"OEKO-TEX, SA8000, GOTS",,11,10,Excellent,"Fair Wages: TRUE - 15 | Working Hours <= 8 - 10 | Worker Safety: TRUE - 15 | No Child Labor: TRUE - 15 | Worker Satisfaction: TRUE - 10 | Certifications: ['OEKO-TEX', 'SA8000', 'GOTS'] - Score: 25 | Ethical Longevity >= 10 years - 10"
1519,Haldwani Garment Solutions,Haldwani,Uttarakhand,Haldwani Garment Solutions,FALSE,Wages inconsistent with roles,9,9 AM - 6 PM,FALSE,Poor lighting,TRUE,,FALSE,Unequal role treatment,0,,Pending compliance,4,4.4,Needs Improvement,Fair Wages: FALSE - 7 (no high-penalty keywords) | Working Hours 8-10 - 5 | Worker Safety: FALSE - 7 (no high-penalty keywords) | No Child Labor: TRUE - 15 | Worker Satisfaction: FALSE - 5 (no high-penalty keywords) | No certifications - 5 (based on company age) | Ethical Longevity <5 years - 0
1520,Haridwar Textile Mills,Haridwar,Uttarakhand,Haridwar Textile Mills,FALSE,Wage discrimination by role,9,9 AM - 6 PM,FALSE,Lack of heat controls,TRUE,,FALSE,Discomfort from temperature,0,,Factory not yet audited,3,4.4,Needs Improvement,Fair Wages: FALSE - 7 (no high-penalty keywords) | Working Hours 8-10 - 5 | Worker Safety: FALSE - 7 (no high-penalty keywords) | No Child Labor: TRUE - 15 | Worker Satisfaction: FALSE - 5 (no high-penalty keywords) | No certifications - 5 (based on company age) | Ethical Longevity <5 years - 0
1521,Kashipur Cotton Works,Kashipur,Uttarakhand,Kashipur Cotton Works,TRUE,,8,9 AM - 5 PM,TRUE,,TRUE,,TRUE,,2,"GOTS, OEKO-TEX",,6,9.5,Excellent,"Fair Wages: TRUE - 15 | Working Hours <= 8 - 10 | Worker Safety: TRUE - 15 | No Child Labor: TRUE - 15 | Worker Satisfaction: TRUE - 10 | Certifications: ['GOTS', 'OEKO-TEX'] - Score: 25 | Ethical Longevity 5-9 years - 5"
1522,Roorkee Silk Fabrics,Roorkee,Uttarakhand,Roorkee Silk Fabrics,TRUE,,8,9 AM - 5 PM,TRUE,,TRUE,,TRUE,,2,"OEKO-TEX, Fair Trade",,7,9.4,Excellent,"Fair Wages: TRUE - 15 | Working Hours <= 8 - 10 | Worker Safety: TRUE - 15 | No Child Labor: TRUE - 15 | Worker Satisfaction: TRUE - 10 | Certifications: ['OEKO-TEX', 'Fair Trade'] - Score: 24 | Ethical Longevity 5-9 years - 5"
